Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.033537784,0.492384672164917,-0.599878549575806,-1.76385116577148,1.92703603355452
0.041472354,0.866511225700378,-0.576685428619385,-0.778542518615723,1.29982161896901
0.049345889,1.34772479534149,-0.536453485488892,-0.284514427185059,1.47820598204306
0.057280459,1.8537665605545,-0.49970006942749,-0.398947715759277,1.96094617476499
0.06521503,2.60151720046997,-0.565938472747803,-0.846898078918457,2.79381718359541
0.073119082,3.15480709075928,-0.555719137191773,-1.4112229347229,3.50045450060904
0.081053653,1.696368932724,-0.5728919506073,-2.12208652496338,2.77653092228647
0.088957705,1.01668846607208,-0.620577573776245,-2.34822416305542,2.63304551462282
0.096922793,0.240692853927612,-0.639357805252075,-2.48903226852417,2.58108370395521
0.104857364,-0.125354826450348,-0.582124710083008,-2.46051931381226,2.53154859804167
0.112730899,-0.305432677268982,-0.484381675720215,-2.23469209671021,2.30689477332978
0.120695987,-0.368196606636047,-0.426507711410522,-2.1012077331543,2.17544283006894
0.128600039,-0.438846468925476,-0.247028827667236,-2.14157438278198,2.19998870496533
0.136565127,-0.46977972984314,-0.180174589157105,-2.22093105316162,2.2772111496405
0.144560733,-0.366130232810974,-0.238125562667847,-2.20092916488647,2.24384587702052
0.152434268,-0.120529413223267,-0.337459325790405,-2.0462646484375,2.0774034628497
0.160368838,0.145355463027954,-0.403190135955811,-1.71374416351318,1.76652471093377
0.168272891,0.525978684425354,-0.42146635055542,-1.3126802444458,1.47560729371965
0.176237979,0.875657081604004,-0.412746429443359,-0.94868278503418,1.3554091508477
0.184142032,1.05154836177826,-0.393279790878296,-0.748732566833496,1.34945300314938
0.192046084,1.142857670784,-0.410128355026245,-0.609441757202148,1.35858315118656
0.199950137,1.11931967735291,-0.418594360351563,-0.514383316040039,1.30103342556903
0.20785419,1.08614099025726,-0.438258647918701,-0.41153621673584,1.24142456511775
0.215819278,1.04980683326721,-0.374855279922485,-0.275572776794434,1.14828185711109
0.223784366,1.0070059299469,-0.298904180526733,-0.155713081359863,1.0619092314276
0.231688418,0.917661011219025,-0.193782329559326,-0.127969741821289,0.946588388679456
0.239622989,0.901507496833801,-0.134188413619995,0.0292816162109375,0.911909924414315
0.247527041,0.880171298980713,-0.0455212593078613,0.237478256225586,0.912781256807081
0.255461612,0.741142511367798,-0.0194876194000244,0.496561050415039,0.89232553827386
0.263396182,0.522062420845032,-0.000405550003051758,0.825586318969727,0.976801978806024
0.271300235,0.25429180264473,-0.0153331756591797,1.01624774932861,1.04769218532142
0.279234805,-0.337459892034531,-0.124696016311646,1.08816146850586,1.14609059709814
0.28710834,-0.638773202896118,0.00550746917724609,2.14077758789063,2.23405242055098
0.295073428,-0.716523945331574,0.0814998149871826,2.52893352508545,2.62974401004691
0.303007998,-0.784507036209106,0.0924153327941895,2.63064861297607,2.74668964547326
0.310912051,-0.518084526062012,0.25258207321167,2.59937477111816,2.66250980854126
0.318816104,-0.428387463092804,0.166085004806519,2.61501502990723,2.65507130864641
0.326720157,-0.341382622718811,-0.0229134559631348,2.59058666229248,2.61308369104517
0.334593692,-0.167475923895836,-0.177488327026367,2.41102504730225,2.42334315977622
0.34255878,0.0750888884067535,-0.287973880767822,2.2295389175415,2.24931346903867
0.350462832,0.495348632335663,-0.321865320205689,2.19420146942139,2.27233088266628
0.35842792,0.872183322906494,-0.342964887619019,2.04623603820801,2.25064670416237
0.366301455,1.18635392189026,-0.33080530166626,1.79009532928467,2.17285735001672
0.374266543,1.51017904281616,-0.277378559112549,1.69851112365723,2.28965491801796
0.382201114,1.77260327339172,-0.184262990951538,1.67788600921631,2.44772888094194
0.390074649,1.89066576957703,-0.0697305202484131,1.59624195098877,2.47537224752174
0.398009219,1.85613679885864,-0.024965763092041,1.58209228515625,2.43903323145768
0.405882754,1.60120153427124,-0.0718624591827393,1.7814884185791,2.3963955332799
0.413786807,1.2115912437439,-0.146594285964966,2.16263675689697,2.48323196034449
0.421751895,0.798911690711975,-0.240436315536499,2.74164390563965,2.86577752393937
0.429655948,0.448214650154114,-0.425838232040405,3.3422155380249,3.39891736808872
0.437621036,0.153426885604858,-0.608944654464722,3.95402336120605,4.00358016560063
0.445525088,-0.0144753754138947,-0.810897588729858,4.53247451782227,4.60446410460647
0.453490176,0.0159231871366501,-0.987630367279053,4.78208160400391,4.88302895318192
0.461424747,0.107833936810493,-1.2553368806839,4.8526086807251,5.01351272564275
0.469267764,0.307313859462738,-1.50170481204987,4.68805027008057,4.93227883290818
0.47726337,0.695010304450989,-1.66119730472565,4.30784416198731,4.6690616972245
0.485136905,1.17885982990265,-1.68507218360901,3.87569427490234,4.38750326211181
0.493040957,1.65447795391083,-1.6489086151123,3.35999774932861,4.09216101790507
0.501006045,2.14144420623779,-1.55523920059204,2.69365882873535,3.77628787900386
0.508910098,2.38470649719238,-1.55308055877686,2.13839435577393,3.55972115770435
0.516814151,2.51504135131836,-1.49900221824646,1.42485523223877,3.25617153755561
0.524718204,2.54512214660645,-1.40063583850861,0.808722496032715,3.01553636503536
0.532683291,2.57788515090942,-1.19819629192352,0.107433319091797,2.84476855355751
0.540617862,2.45931839942932,-0.971634268760681,-0.499797821044922,2.69111835561407
0.548521914,2.28890872001648,-0.775259971618652,-1.02574253082275,2.62531500808956
0.556425967,2.04201817512512,-0.663055300712585,-1.60474586486816,2.68042717680519
0.56433002,1.78955042362213,-0.609917640686035,-1.99113368988037,2.74574281717767
0.57226459,1.50422990322113,-0.548239707946777,-2.23644876480103,2.75045040978641
0.580168643,1.27035272121429,-0.482182264328003,-2.23734998703003,2.61763838923414
0.588072696,1.1169525384903,-0.400658130645752,-2.05074214935303,2.36931493770363
0.596007266,1.03163552284241,-0.327759027481079,-1.81870651245117,2.11645723096829
0.603911319,0.974248051643372,-0.369776725769043,-1.48524475097656,1.8143445271929
