"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.579959417E0,4.280062163E0,-3.588313454E-1,-1.070273768E0,4.426418190E0
2.589967417E0,3.549942271E0,-9.478927141E-1,6.757662213E-1,3.735940405E0
2.599976417E0,2.342866461E0,-1.567145596E0,1.586257221E0,3.234374830E0
2.609984417E0,8.967193446E-1,-2.065433035E0,1.825227077E0,2.898546720E0
2.619993417E0,-4.058298030E-1,-2.501230695E0,1.812679098E0,3.115551048E0
2.630001417E0,-1.545997679E0,-3.117382799E0,1.659625744E0,3.855196745E0
2.640010417E0,-2.540356754E0,-3.699032822E0,5.084678797E-1,4.516059769E0
2.650018417E0,-3.132258408E0,-4.140883520E0,-2.468076982E0,5.748857543E0
2.660027417E0,-2.759966772E0,-4.620620082E0,-5.890688531E0,7.979207849E0
2.670035417E0,-1.523926779E0,-4.916702033E0,-6.899053150E0,8.607743378E0
2.680044417E0,-5.733646645E-1,-4.726004450E0,-3.534296584E0,5.929175106E0
2.690052417E0,7.570034887E-1,-4.692353139E0,2.905784343E0,5.570889957E0
2.700061417E0,3.566565613E0,-4.259000199E0,1.103771180E1,1.235680197E1
2.710069417E0,5.476712095E0,-3.397305969E0,1.440285926E1,1.577904997E1
2.720078417E0,5.814142047E0,-1.900731588E0,1.431370442E1,1.556596166E1
2.730086417E0,3.899159625E0,-5.559889323E-1,6.314177803E0,7.441868770E0
2.740095417E0,2.922739222E0,-5.190321904E-1,-1.618561918E0,3.381056293E0
2.750103417E0,3.712448089E0,-1.170420785E0,1.342226014E0,4.117490291E0
2.760112417E0,3.545879333E0,-1.520684790E0,5.439140226E0,6.668582224E0
2.770120417E0,1.939346015E0,-1.030519134E0,6.159772718E0,6.539559052E0
2.780129417E0,1.790617115E0,7.269667804E-2,6.340091493E0,6.588501696E0
2.790137417E0,1.685231870E0,1.281558228E0,6.529343644E0,6.864016781E0
2.800146417E0,5.465234596E-1,2.360529730E0,6.308127689E0,6.757459836E0
2.810154417E0,-7.908689538E-1,3.445492288E0,5.486820177E0,6.527027383E0
2.820163417E0,-1.722355843E0,4.626363217E0,4.843038810E0,6.915545617E0
2.830171417E0,-3.059440692E0,5.484615777E0,4.410961148E0,7.674487984E0
2.840180417E0,-4.725738401E0,6.359819999E0,3.029898512E0,8.482935745E0
2.850188417E0,-6.107466450E0,7.114766291E0,8.155596989E-1,9.412023344E0
2.860197417E0,-6.075349449E0,7.806777247E0,-1.660654854E0,1.003062393E1
2.870204375E0,-6.062454000E0,8.375407859E0,-4.422712297E0,1.124549640E1
2.880213375E0,-6.996885254E0,8.412232454E0,-6.649900367E0,1.280403190E1
2.890221375E0,-8.305255305E0,6.826166437E0,-3.587247507E0,1.133323249E1
2.900230375E0,-8.918367441E0,4.261026260E0,4.126860142E0,1.071095688E1
2.910238375E0,-8.457391670E0,2.948463755E0,6.291713385E0,1.094561874E1
2.920247375E0,-8.187370759E0,1.200021729E0,1.721433152E0,8.452007111E0
2.930255375E0,-8.363916911E0,-3.444367869E0,-3.984017926E0,9.883884608E0
2.940264375E0,-3.666410913E0,-9.873652790E0,-5.133595726E0,1.171688497E1
2.950272375E0,3.535683836E0,-1.545203919E1,-3.992753667E-1,1.585641814E1
2.960281375E0,5.022069443E0,-1.872530935E1,2.964055941E0,1.961234354E1
2.970289375E0,2.722556871E0,-1.666200938E1,1.842593307E0,1.698322768E1
2.980298375E0,8.588124302E-1,-1.030606374E1,6.414658695E-1,1.036165948E1
2.990306375E0,-5.259517854E-1,-4.853653845E0,3.162916237E0,5.817097218E0
3.000315375E0,-1.881983660E0,-1.503174133E0,6.365901103E0,6.806327338E0
3.010323375E0,-2.892552387E0,8.604721624E-1,8.443254272E0,8.966371303E0
3.020332375E0,-2.834751198E0,2.687387915E0,7.723760818E0,8.655307582E0
3.030340375E0,-3.147225233E0,3.296184222E0,6.791520515E0,8.178912397E0
3.040349375E0,-3.630366629E0,2.898513916E0,5.954349507E0,7.552166764E0
3.050357375E0,-3.577712745E0,-2.507894182E-1,3.918944556E0,5.312348845E0
3.060366375E0,-1.338420939E0,-5.176373371E0,2.720679915E0,5.999025845E0
3.070374375E0,2.267316926E0,-1.069365462E1,3.714805394E0,1.154533474E1
3.080383375E0,6.375198761E0,-1.834880830E1,6.326624186E0,2.042909932E1
3.090391375E0,1.027471331E1,-2.901904833E1,8.877329342E0,3.203875584E1
3.100400375E0,1.287999755E1,-3.798949341E1,1.030979193E1,4.141723984E1
3.110408375E0,1.353192233E1,-4.086273800E1,9.171386987E0,4.401125558E1
3.120417375E0,1.232113003E1,-3.596138666E1,5.434330891E0,3.840004594E1
3.130425375E0,1.033490572E1,-2.543753285E1,-1.836988751E0,2.751822816E1
3.140434375E0,9.447335220E0,-1.616228177E1,-1.327728545E1,2.295120484E1
3.150442375E0,9.530229442E0,-9.170487685E0,-2.094286237E1,2.476946915E1
3.160451375E0,8.246607147E0,-4.312066020E0,-1.969333110E1,2.178136205E1
3.170459375E0,5.227939382E0,-1.574567467E-1,-1.736578961E1,1.813633898E1
3.180468375E0,2.439404430E0,3.009280061E0,-1.840272431E1,1.880602888E1
3.190476375E0,-1.358994805E0,5.753112903E0,-3.095131921E1,3.151078127E1
3.200485375E0,-3.155440279E0,6.523171324E0,-3.112376764E1,3.195618061E1
3.210493375E0,-2.030601610E0,4.981363467E0,-1.291402016E1,1.398961191E1
3.220502375E0,-2.207148931E0,4.644969642E0,-3.709616282E0,6.341017453E0
3.230510375E0,-2.436775668E0,5.442649725E0,-2.137275435E0,6.334686888E0
3.240519375E0,-1.842387632E0,5.698100544E0,-4.159837854E-1,6.002981301E0
