"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.797006006E0,1.084061980E0,-1.533909798E0,3.366935730E0,3.855428103E0
4.816154444E0,2.741302252E0,-3.280700684E0,5.396313667E0,6.884615908E0
4.835289548E0,4.184295654E0,-4.538116455E0,6.742262363E0,9.141166931E0
4.854411423E0,5.209271908E0,-5.711227417E0,5.503816605E0,9.489290260E0
4.873559860E0,6.569087505E0,-5.046364784E0,9.359046221E-1,8.336343662E0
4.892694965E0,7.773444176E0,-3.856287003E0,-4.046862602E0,9.574679145E0
4.911816735E0,4.934336662E0,-2.069221497E0,-5.290451050E0,7.524508503E0
4.930965173E0,-1.885975897E-1,-2.728184700E0,-5.103196144E0,5.789747118E0
4.950100381E0,-2.240741253E0,-4.858002663E0,-7.102618217E0,8.892035581E0
4.969222152E0,-3.700510502E0,-6.641821861E0,-8.116592407E0,1.112144990E1
4.988370590E0,-4.881176472E0,-1.063279057E1,-3.895627499E0,1.233118131E1
5.007505694E0,-3.855666161E0,-6.782791138E0,-1.312076807E0,7.911634642E0
5.026627569E0,-3.056518078E0,-8.865652084E-1,-2.169897318E0,3.851850854E0
5.045776006E0,3.940405846E-1,-1.801439285E0,-2.658762693E0,3.235656122E0
5.064911110E0,3.174753904E0,1.971746445E0,-2.390309811E0,4.436262772E0
5.084032881E0,4.099835873E0,4.808204174E0,-6.794118881E-2,6.319184882E0
5.103181319E0,3.654363632E0,7.260960579E0,1.574447274E0,8.279782987E0
5.122316527E0,2.532864809E0,9.059149742E0,2.668340206E0,9.777711268E0
5.141451631E0,1.245401025E0,9.384707451E0,1.841474414E0,9.644417332E0
5.160586735E0,-2.886219621E-1,9.225688934E0,6.123644114E-1,9.250493453E0
5.179721840E0,-2.039229631E0,9.469710350E0,-6.099275351E-1,9.705971523E0
5.198843610E0,-2.381592751E0,7.618663788E0,8.562371731E-1,8.028023670E0
5.217992152E0,1.535066366E-1,2.752334595E0,1.649456501E0,3.212416031E0
5.237127256E0,2.410415649E0,-1.605948448E0,1.785227060E0,3.402382941E0
5.256249027E0,3.651887417E0,-7.316679001E0,7.235147953E-1,8.209357281E0
5.275397465E0,2.504735470E0,-1.132118893E1,1.646345139E0,1.171125402E1
5.294532569E0,-8.347103000E-1,-7.201247215E0,4.366499901E0,8.462920543E0
5.313654444E0,-6.845434308E-1,-2.432769775E0,2.870374203E0,3.824397541E0
5.332802881E0,7.676591277E-1,-3.551606178E0,-1.071403503E0,3.788286215E0
5.351937985E0,-3.469856977E-1,-1.098941326E1,-6.912557602E0,1.298734213E1
5.371059756E0,-3.758501768E0,-6.431057930E0,-5.390654087E0,9.194780755E0
5.390208194E0,-4.534417629E0,1.382534981E0,-4.112456322E0,6.275718541E0
5.409343402E0,-4.344442844E0,4.863548279E-2,-2.077479362E0,4.815856055E0
5.428465173E0,-3.572552681E0,-4.128602982E0,6.868690848E-1,5.502752437E0
5.447613610E0,-3.342537403E0,-4.831289291E0,6.670866013E-1,5.912606620E0
5.466735381E0,-3.167646885E0,-2.092843056E0,-5.676864982E-1,3.838781943E0
5.485883819E0,-2.310460091E0,4.500093460E-1,-4.610571265E-1,2.398605411E0
5.505019027E0,-1.284100890E0,3.050237656E0,1.514638066E0,3.639641922E0
5.524140798E0,-2.967002392E-1,4.961029053E0,2.232825279E0,5.448426289E0
5.543289235E0,1.425712705E-1,6.391801834E0,1.367835283E0,6.538075452E0
5.562424340E0,1.867074966E-1,7.537924290E0,5.350302458E-1,7.559194378E0
5.581559548E0,3.619734049E-1,8.120304108E0,-2.332782745E-2,8.128401302E0
5.600694652E0,8.079091907E-1,7.641356945E0,2.122263908E-1,7.686877992E0
5.619829756E0,6.698028445E-1,6.906959534E0,1.260452986E0,7.052904904E0
5.638964860E0,1.175498009E0,5.411813736E0,1.027698398E0,5.632556034E0
5.658086631E0,1.057414532E0,3.584267616E0,2.605682611E-1,3.746064022E0
5.677235173E0,3.062416315E-1,1.566822052E0,1.931501627E0,2.505875858E0
5.696370277E0,5.434585214E-1,-1.094293594E0,3.834236860E0,4.024201528E0
5.715492048E0,1.574367046E0,-4.718308449E0,4.543680191E0,6.736920357E0
5.734640485E0,2.627531290E0,-8.312630653E0,5.194364548E0,1.014816102E1
5.753775590E0,3.917748928E0,-8.331066132E0,5.068574905E0,1.050932306E1
5.772897465E0,5.198657990E0,-5.230974197E0,1.508770704E0,7.527650695E0
5.792045902E0,6.319403172E0,-2.857575417E0,-3.462364674E0,7.751681291E0
5.811181006E0,5.511224747E0,-6.826734543E-1,-4.122556686E0,6.916293436E0
5.830302777E0,3.638795018E-1,-3.359355927E-1,-3.304188251E0,3.341095781E0
5.849451319E0,-2.258059502E0,-3.783485413E0,-5.185794830E0,6.804855811E0
5.868586423E0,-4.442372799E0,-5.724875450E0,-7.389764786E0,1.034975838E1
5.887708194E0,-6.913779736E0,-9.600195885E0,-3.082872868E0,1.222571946E1
5.906856631E0,-4.522287369E0,-7.111149788E0,-2.756113768E0,8.866549354E0
5.925991735E0,-1.532831907E0,-1.186144829E0,-3.592591286E0,4.082061410E0
5.945113610E0,1.597061157E0,-2.899418831E0,-3.367520094E0,4.722014981E0
5.964262048E0,3.298865318E0,1.894536018E0,-2.971189499E0,4.826981060E0
5.983397152E0,4.045915127E0,4.553632736E0,-4.645088911E-1,6.109072664E0
6.002518923E0,3.358666420E0,6.744965553E0,2.208363295E0,7.851883142E0
6.021667465E0,2.914731503E0,7.801321983E0,5.795191526E-1,8.348181051E0
6.040802569E0,2.108561993E0,9.267075539E0,9.231021404E-1,9.548656465E0
6.059937673E0,1.518552780E0,9.920282364E0,3.740255833E-1,1.004280339E1
6.079072777E0,1.716872811E0,9.666430473E0,-6.392220855E-1,9.838502692E0
6.098207881E0,1.494587183E0,7.327786446E0,5.327541828E-1,7.497604421E0
6.117343090E0,1.339297771E0,3.937579632E0,2.458374500E0,4.831341124E0
6.136464860E0,2.326094389E0,-7.114639282E-1,2.813812494E0,3.719467271E0
