"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.309895583E0,-5.113090126E0,1.052318840E1,5.790951405E0,1.305435954E1
2.319902583E0,-4.310486687E0,9.962228751E0,3.517652192E0,1.141052909E1
2.329908583E0,-1.712554594E0,6.549684353E0,5.234152633E0,8.557310451E0
2.339915583E0,9.831863616E-1,2.893548460E0,7.473732122E0,8.074400903E0
2.349922583E0,3.148551382E0,-9.608127218E-1,7.318212558E0,8.024510698E0
2.359928583E0,4.029601358E0,-5.043755597E0,4.612693012E0,7.934361628E0
2.369935583E0,2.832229002E0,-8.009215454E0,2.342078841E0,8.812172638E0
2.379942583E0,2.069225978E0,-7.253335361E0,1.467552896E0,7.684157827E0
2.389948583E0,2.277077976E0,-4.842709612E0,1.322076509E0,5.512241539E0
2.399955583E0,1.152353546E0,-2.524403796E0,6.769952329E-1,2.856371083E0
2.409962583E0,-1.181325111E0,7.907774448E-2,-2.748320726E-1,1.215448467E0
2.419968583E0,-3.485374392E0,2.307407191E0,-1.236154014E0,4.358903457E0
2.429975583E0,-4.466358546E0,3.811345555E0,-1.506211177E0,6.061632265E0
2.439982583E0,-4.462613697E0,4.314944605E0,-1.352443439E0,6.353170170E0
2.449988583E0,-3.769957209E0,3.940116447E0,-8.995619684E-1,5.526871330E0
2.459995583E0,-3.004648481E0,3.288208035E0,-7.396078759E-1,4.515223625E0
2.470001583E0,-1.870560832E0,2.840413057E0,-2.556144675E-1,3.410613276E0
2.480008583E0,-4.933456644E-1,2.356482872E0,5.911347548E-1,2.479080831E0
2.490015583E0,4.766815749E-1,1.609936105E0,1.301437007E0,2.124348811E0
2.500021583E0,1.391893433E0,6.885803944E-1,1.420754120E0,2.104769004E0
2.510028583E0,2.484668749E0,-1.978089666E-1,8.278651643E-1,2.626417315E0
2.520035583E0,3.590938854E0,-1.017330154E0,-1.250976706E-1,3.734360979E0
2.530041583E0,4.088893002E0,-1.447874676E0,-1.033848027E0,4.459173556E0
2.540048583E0,3.818861274E0,-1.381139234E0,-1.506255616E0,4.331287683E0
2.550055583E0,3.210551164E0,-9.578090072E-1,-1.755763617E0,3.782557699E0
2.560061583E0,2.371602310E0,-4.997188371E-1,-2.033852223E0,3.163980293E0
2.570068583E0,1.621156766E0,-1.110585058E-1,-2.291014668E0,2.808777574E0
2.580075583E0,1.270125314E0,1.706159055E-1,-2.362558275E0,2.687751793E0
2.590081583E0,1.116308897E0,3.301390582E-1,-2.576178551E0,2.826983070E0
2.600088583E0,1.422989072E0,2.732924277E-1,-2.932712526E0,3.271144969E0
2.610095583E0,2.303795073E0,-2.069329619E-2,-2.961798915E0,3.752352964E0
2.620101583E0,3.361696718E0,-5.578945398E-1,-2.735289475E0,4.369675006E0
2.630108583E0,3.970501503E0,-9.496609122E-1,-2.440679854E0,4.756433136E0
2.640115583E0,4.020242012E0,-8.274570286E-1,-2.161245511E0,4.638751247E0
2.650121583E0,3.591761557E0,-3.665344673E-1,-1.908332968E0,4.083727870E0
2.660128583E0,2.680324186E0,-1.466639560E-1,-1.668781314E0,3.160771921E0
2.670135583E0,1.804057379E0,-1.827740210E-1,-1.651527350E0,2.452666295E0
2.680141583E0,1.362871948E0,-2.992236596E-1,-2.175867350E0,2.584831420E0
2.690148583E0,1.816188159E0,-6.154615474E-1,-2.547796751E0,3.188824333E0
2.700155625E0,3.003182584E0,-1.115725345E0,-2.127526957E0,3.845818460E0
2.710161625E0,4.153010645E0,-1.675916671E0,-1.552817725E0,4.739982805E0
2.720168625E0,4.728695046E0,-2.052192600E0,-1.348456222E0,5.328262896E0
2.730175625E0,4.431772266E0,-2.193480626E0,-1.707714853E0,5.231467547E0
2.740181625E0,3.746248503E0,-2.661138595E0,-2.260716004E0,5.121217953E0
2.750188625E0,3.173751419E0,-3.441248964E0,-2.371426747E0,5.247719250E0
2.760195625E0,3.218250192E0,-4.068706074E0,-2.552180409E0,5.781446900E0
2.770201625E0,3.964953665E0,-4.262300953E0,-2.773275327E0,6.448187576E0
2.780208625E0,5.092182237E0,-4.073214278E0,-2.777765404E0,7.087832893E0
2.790215625E0,5.875338421E0,-3.587565596E0,-2.522260206E0,7.331577253E0
2.800221625E0,6.089537718E0,-3.114669106E0,-1.830353916E0,7.080524607E0
2.810228625E0,5.554984678E0,-2.757980180E0,-1.252307532E0,6.327130756E0
2.820235625E0,4.245727897E0,-2.011746240E0,-2.049471890E0,5.125784168E0
2.830241625E0,2.661542053E0,-1.594292464E0,-3.088385872E0,4.377636560E0
2.840248625E0,1.162586905E0,-1.340950736E0,-1.547692494E0,2.354805564E0
2.850254625E0,-7.529058331E-1,-1.423135691E0,8.020356739E-1,1.798733891E0
2.860261625E0,-2.835567470E0,-2.617259919E0,1.853403640E0,4.280840736E0
2.870268625E0,-4.417851215E0,-4.208030021E0,3.114056318E0,6.849983413E0
2.880274625E0,-5.419294192E0,-5.609410561E0,3.884883063E0,8.713584383E0
2.890281625E0,-5.199913677E0,-6.562700256E0,4.109227864E0,9.327051545E0
2.900288625E0,-4.839776356E0,-6.883748648E0,3.173292121E0,8.993287135E0
2.910294625E0,-4.586358030E0,-7.160963387E0,9.410006011E-1,8.555674067E0
2.920301625E0,-3.875084299E0,-7.022628205E0,-5.094722852E-1,8.036986204E0
2.930308625E0,-5.941741010E-1,-6.428704292E0,2.105232985E-1,6.459535726E0
2.940314625E0,2.044648522E0,-5.374731392E0,1.553495564E0,5.956649526E0
2.950321625E0,3.726583148E0,-4.463597783E0,2.328045523E0,6.263459355E0
2.960328625E0,4.451552519E0,-3.759155062E0,2.418570654E0,6.308490360E0
2.970334625E0,3.225088511E0,-1.812719298E0,3.668392242E0,5.210014280E0
2.980341625E0,9.933027756E-1,3.004749638E-1,4.385022022E0,4.506146219E0
2.990348625E0,-7.419710281E-1,1.689443620E0,4.452034622E0,4.819268931E0
3.000354625E0,-1.121784376E0,2.594637626E0,4.638523964E0,5.431983907E0
3.010361625E0,-1.533534046E0,3.029064115E0,5.440196818E0,6.412698145E0
