"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.212540795E0,1.709959865E0,-5.414858818E0,-4.730876684E-1,5.698111152E0
5.231690899E0,1.689601541E0,-6.060412407E0,-2.294330120E0,6.696812869E0
5.250814441E0,9.398535490E-1,-7.923293591E0,-2.593466282E0,8.389754071E0
5.269964649E0,2.938154936E-1,-1.057216072E1,-2.024900198E0,1.076833927E1
5.289101524E0,-2.082602531E-1,-1.218212318E1,-2.162595272E0,1.237434103E1
5.308238399E0,-9.815993905E-1,-1.259040737E1,-2.262496948E0,1.282968385E1
5.327361941E0,-1.453105092E0,-1.318732262E1,-9.807372093E-2,1.326750205E1
5.346512149E0,-1.314627886E0,-1.218919754E1,2.562614441E0,1.252484634E1
5.365649024E0,-1.432512760E0,-7.274588585E0,4.833202362E-1,7.430028959E0
5.384772566E0,1.286942363E0,2.754859924E-1,-2.972539186E0,3.250861792E0
5.403922774E0,6.899084091E0,3.016134262E1,8.829364777E-1,3.095292437E1
5.423059649E0,2.945196629E0,5.913382339E1,9.731989861E0,6.000162397E1
5.442183087E0,1.562894583E-1,1.408713627E1,1.026477051E1,1.743093079E1
5.461333295E0,-8.567489624E0,2.233845139E1,9.339403152E0,2.568331637E1
5.480470170E0,-1.046177197E1,3.041520691E1,6.063602924E0,3.273073119E1
5.499593712E0,-5.305144310E0,1.883331299E1,3.165800571E-1,1.956881338E1
5.518743920E0,-3.226077557E-2,1.031237888E1,5.472044945E-1,1.032693719E1
5.537880795E0,1.300818563E0,4.968403816E0,1.736892581E0,5.421619800E0
5.557004337E0,2.713954210E0,-1.617346764E0,1.114664674E0,3.350199299E0
5.576154545E0,4.566536427E0,-9.065197945E0,-4.331680536E-1,1.015966059E1
5.595291420E0,4.499479294E0,-1.521720314E1,-1.881323099E0,1.597961082E1
5.614414962E0,3.618152142E0,-1.908880234E1,-2.584357977E0,1.959980372E1
5.633565170E0,2.185065746E0,-1.876340675E1,-2.191211700E0,1.901687025E1
5.652702045E0,-7.085224986E-1,-1.426494980E1,-6.419753432E-1,1.429695524E1
5.671825587E0,-2.495217085E0,-1.165800762E1,3.633022308E-2,1.192210426E1
5.690975795E0,-4.608129978E0,-8.847841263E0,5.748736858E-2,9.976094512E0
5.710099337E0,-3.466657639E0,-7.986322403E0,-8.017330766E-1,8.743102232E0
5.729249545E0,5.024381876E-1,-6.857194424E0,-1.319793940E0,7.001101023E0
5.748386316E0,2.894093037E0,-6.230507851E0,-2.096424341E0,7.182617740E0
5.767523191E0,4.122458935E0,-6.360140800E0,-2.657254696E0,8.031628801E0
5.786646733E0,4.196336269E0,-7.674988747E0,-2.610274553E0,9.128429415E0
5.805796941E0,3.977928162E0,-9.683919907E0,-2.033519268E0,1.066477463E1
5.824933816E0,3.278426170E0,-1.152855110E1,-8.513790965E-1,1.201584017E1
5.844057358E0,2.127856731E0,-1.315652657E1,-3.874654770E-1,1.333312023E1
5.863207566E0,3.954430521E-1,-1.384640598E1,6.889606714E-1,1.386917448E1
5.882344441E0,-1.246975660E0,-1.145782757E1,-3.383344412E-1,1.153044800E1
5.901467983E0,-7.971898317E-1,-3.672608852E0,5.203785896E-1,3.793990154E0
5.920618191E0,2.022583008E0,6.540908813E0,-2.213960409E0,7.195550766E0
5.939755066E0,2.655486107E0,3.973576355E1,7.859487057E0,4.059253685E1
5.958878608E0,-8.503911972E0,4.520538330E1,1.179591560E1,4.748670154E1
5.978028816E0,-4.304839969E-1,1.418214512E1,6.423039436E0,1.557478707E1
5.997165691E0,-4.960130692E0,2.567734528E1,7.194360733E0,2.712356509E1
6.016289233E0,-8.811244011E0,2.986743164E1,8.231500626E0,3.220961186E1
